Time,TickMS,Action,LotSize,Bid,Ask,Spread,Velocity,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Floating_PL,Realized_PL,Session_PL,PosCount,Decision_Log
2026-02-03 21:37:59,63,IDLE,0.01,4937.42,4937.81,39.0,35.16733,10.49806,0,2.37,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:59,317,IDLE,0.01,4937.46,4937.85,39.0,35.62322,10.53235,0,2.41,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:59,475,IDLE,0.01,4937.75,4938.14,39.0,41.68158,10.78092,0,2.7,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:00,509,IDLE,0.01,4937.99,4938.38,39.0,49.27293,9.97156,1,2.94,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:00,355,IDLE,0.01,4937.95,4938.34,39.0,55.78845,9.93728,1,2.9,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:00,202,IDLE,0.01,4938.09,4938.48,39.0,57.93403,10.05728,1,3.04,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:00,44,IDLE,0.01,4938.38,4938.77,39.0,57.69873,10.30585,1,3.33,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:00,721,IDLE,0.01,4938.01,4938.4,39.0,47.99873,9.98871,1,2.96,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:01,867,IDLE,0.01,4938.15,4938.54,39.0,41.85737,10.10871,1,3.1,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:01,72,IDLE,0.01,4938.28,4938.67,39.0,35.43142,10.22014,1,3.23,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:01,421,IDLE,0.01,4938.85,4939.24,39.0,45.21486,10.70871,1,3.8,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:01,601,IDLE,0.01,4939.12,4939.51,39.0,56.86786,10.94014,0,4.07,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:02,244,IDLE,0.01,4939.11,4939.48,39.0,59.48746,10.93156,0,4.06,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:02,401,IDLE,0.01,4939.02,4939.41,39.0,58.72616,10.85442,0,3.97,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:02,585,IDLE,0.01,4938.62,4939.01,39.0,50.93622,10.51156,1,3.57,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:38:03,443,IDLE,0.01,4936.13,4936.52,39.2,151.03378,8.37728,1,-1.62,50.0,0.0,-50.0,0.0,0.0,0.0,0,
